acompanyId,acompanyName
1141,染色体异常
1142,尿潴留
1143,肠炎
1144,冠状动脉粥样硬化性心脏病
1145,先天性胫骨假关节
1146,淀粉样变性
1147,血管活性肠肽瘤
1148,舌下神经损伤
1149,主动脉瓣狭窄
1150,下肢静脉曲张
1151,肺脓肿
1152,疣状角化不良病
1153,脉络膜出血
1154,脑血栓
1155,恶寒发热
1156,窦性心动过速
1157,髋关节脱位
1158,镰状细胞贫血
1159,库欣综合征
1160,放射病
1161,卵巢早衰
1162,小儿营养不良
1163,股癣
1164,附睾炎
1165,粘连性中耳炎
1166,产褥感染
1167,步态异常
1168,角膜病
1169,主动脉瘤
1170,宫腔积脓
1171,唇癌
1172,高钙血症
1173,急性附睾炎
1174,隐球菌病
1175,大泡性角膜病变
1176,外阴炎
1177,眼睑闭合不全
1178,肛管直肠周围脓肿
1179,缺铁性贫血
1180,脱阳
1181,肾功能不全
1182,创伤性气胸
1183,口腔疾病
1184,咽后脓肿
1185,屈光参差
1186,重症肌无力
1187,著痹
1188,雀斑
1189,新生儿硬肿症
1190,肾上腺皮质功能减退症
1191,口腔颌面部软组织损伤
1192,新生儿窒息
1193,神经鞘瘤
1194,弯曲菌感染
1195,疟疾
1196,双胃
1197,传染性单核细胞增多症
1198,新生儿低血糖症
1199,药疹
1200,咽部异物
1201,妇科炎症
1202,肾性糖尿
1203,肛管、直肠、结肠狭窄
1204,植物神经功能障碍
1205,骶髂关节炎
1206,急性中耳炎
1207,纵隔脓肿
1208,前葡萄膜炎
1209,不射精症
1210,畸胎瘤
1211,甲癣
1212,老年性癫痫
1213,肠病性肢皮炎综合征
1214,钡中毒
1215,肝肾综合征
1216,儿童精神分裂症
1217,牙龈炎
1218,囊虫病
1219,缺血性心肌病
1220,喉疮
1221,腹腔脓肿
1222,基底细胞瘤
1223,酒中毒性痴呆
1224,阿片类药物中毒
1225,新生血管性青光眼
1226,二尖瓣关闭不全
1227,甲状腺功能减退
1228,霍奇金病
1229,突发性耳聋
1230,胎儿窘迫
1231,先天性膈疝
1232,急性肾盂肾炎
1233,甲状腺血管瘤
1234,睡眠呼吸暂停综合征
1235,耳源性脑膜炎
1236,急性淋巴细胞白血病
1237,百日咳
1238,麦格综合征
1239,高钠血症
1240,碱性磷酸钙结晶沉积病
1241,喘息样支气管炎
1242,钱币状湿疹
1243,慢性额窦炎
1244,脐炎
1245,脊髓灰质炎
1246,腹膜后血肿
1247,创伤性关节炎
1248,出血性脑卒中
1249,失认症
1250,围绝经期综合征
1251,人格障碍
1252,微血管病性溶血性贫血
1253,小儿脾大
1254,肝炎
1255,结核性脑膜炎
1256,骨坏死
1257,过敏性休克
1258,角膜鳞状细胞癌
1259,焦虑症
1260,维生素D缺乏性佝偻病
1261,尿失禁
1262,心房颤动
1263,视盘炎
1264,位置性眩晕
1265,滴虫性阴道炎
1266,坐骨神经损伤
1267,疝气
1268,糖尿病型牙周炎
1269,甲状腺腺瘤
1270,子宫内膜癌
1271,脓包疮
1272,急性脊髓炎
1273,温热
1274,流行性出血热
1275,屈光不正
1276,胃肿瘤
1277,直肠炎
1278,细菌性皮肤病
1279,近视眼
1280,汞中毒
1281,急性海绵窦栓塞性静脉炎
1282,跟腱后滑囊炎
1283,胸主动脉夹层动脉瘤
1284,传染性单核细胞增多
1285,腮腺隙感染
1286,上消化道出血
1287,脾功能亢进
1288,膝外翻
1289,视盘水肿
1290,心律失常
1291,心包积液
1292,进行性脂肪营养不良
1293,放射性肺炎
1294,牙列拥挤
1295,低颅压综合征
1296,视网膜动脉阻塞
1297,脉络膜新生血管
1298,胃肠道癌转移卵巢
1299,甲沟炎
1300,肺炎性假瘤
1301,小儿急性小脑性共济失调
1302,苯中毒
1303,结核性肠系膜淋巴结炎
1304,肘关节强直与纤维性僵硬
1305,侏儒症
1306,中暑
1307,肺癌
1308,慢性疾病的贫血
1309,细菌性阴道炎
1310,老年性耳聋
1311,阴茎异常勃起
1312,糖尿病性神经病
1313,先天性无阴道
1314,血色病
1315,恶心和呕吐
1316,幼年型类风湿性关节炎
1317,高弓足
1318,睡眠障碍
1319,皮肤白斑
1320,学习技能发育障碍
1321,外阴溃疡
1322,勃起功能障碍
1323,阴道恶性肿瘤
1324,斜视
1325,气管梗阻
1326,头皮血肿
1327,全身黏液性水肿
1328,肝肿瘤
1329,颌下间隙感染
1330,三尖瓣关闭不全
1331,女性假两性畸形
1332,肺功能衰竭
1333,舌癌
1334,小儿急性中毒性脑病
1335,化脓性门静脉炎
1336,脑膨出和脑脊膜膨出
1337,充血性心力衰竭
1338,体癣
1339,月经失调性不孕症
1340,肺衰
1341,性欲减退
1342,纤维瘤病
1343,多发性斑状色素沉着症
1344,肝性脊髓病
1345,功能性消化不良
1346,苯海拉明中毒
1347,硬皮症伴发的精神障碍
1348,主动脉瓣闭锁不全
1349,疤痕
1350,巨舌
1351,痤疮
1352,特发性血小板减少性紫癜
1353,细菌性肝脓肿
1354,早泄
1355,功能失调性子宫出血病
1356,鼓室硬化症
1357,眼球内炎
1358,肩关节不稳定
1359,骨折
1360,腺病毒感染
1361,小儿急性血行播散型肺结核
1362,皮肌炎
1363,跟腱断裂
1364,膈疝
1365,脊椎结核
1366,老年人低血压
1367,高尿酸血症
1368,血尿
1369,近视
1370,成人全垂体功能减退
1371,皮炎
1372,咽旁脓肿
1373,水痘
1374,慢性胆管炎
1375,耳聋
1376,腹水
1377,神经症
1378,叶酸缺乏神经病
1379,甲状腺功能减退症
1380,单纯疱疹
1381,肾性尿崩症
1382,鹅口疮
1383,肠梨形鞭毛虫病
1384,慢性胰腺炎
1385,末梢神经炎
1386,雷诺病
1387,脑动静脉畸形
1388,胃平滑肌瘤
1389,痉挛性脑瘫
1390,神经性厌食症
1391,植物神经功能紊乱
1392,神经性皮炎
1393,外阴湿疹
1394,I型糖尿病
1395,畸形性吞咽困难
1396,心脏骤停与心肺脑复苏
1397,隐性脊柱裂
1398,肌张力异常
1399,精索静脉曲张
1400,白血病
1401,心包炎
1402,代谢性碱中毒
1403,坏死性外耳道炎
1404,口咽部粘连
1405,甲状腺结节
1406,小阴茎
1407,高度房室传导阻滞
1408,早搏
1409,雷诺综合征
1410,尿道结石
1411,圆锥角膜
1412,肾动脉狭窄
1413,阻塞性肺气肿
1414,精神障碍
1415,肾癌
1416,脊柱、脊髓损伤
1417,蛛网膜囊肿
1418,结节性多动脉炎
1419,心动过速性心肌病
1420,脾脓肿
1421,肾盂肾炎
1422,脾虚泄泻
1423,急性咽炎
1424,慢性咽炎
1425,股疝
1426,白化病
1427,急性腮腺炎性睾丸炎
1428,高钾血症
1429,脑血管病
1430,蛔虫性急性胰腺炎
1431,暴发性肝炎样综合征
1432,结核病
1433,体温过低
1434,颅内高压综合征
1435,外阴疖病
1436,过敏性肺炎
1437,脓毒性休克
1438,肛膜闭锁
1439,包皮龟头炎
1440,外阴瘙痒
1441,牙髓病
1442,高脂血症
1443,脱水
1444,粘连性肠梗阻
1445,趾间神经痛
1446,急性腹膜炎
1447,亚急性感染性心内膜炎
1448,脑室内出血
1449,糖尿病足
1450,心绞痛
1451,痰厥
1452,神昏
1453,慢性纵隔炎
1454,先天性眼球震颤
1455,小儿低氯性氮质血症综合征
1456,儿童睡眠障碍
1457,过敏性眼睑皮肤炎
1458,骨髓纤维化
1459,肾结石
1460,激素抵抗型哮喘
1461,小儿癫痫
1462,白细胞减少症
1463,血管损伤
1464,小儿肺出血-肾炎综合征
1465,心脏损伤
1466,肺动脉口狭窄
1467,动脉栓塞
1468,睑内翻
1469,血管肉瘤
1470,子宫肥大
1471,口腔颌面部囊肿
1472,白痢
1473,伤寒
1474,流行性斑疹伤寒
1475,高位截瘫
1476,精囊炎
1477,粉碎性骨折
1478,灰指甲
1479,宫颈癌
1480,颈肩痛
1481,黄疸
1482,偏执狂
1483,胆道结石
1484,宫颈外翻
1485,老年人肺心病
1486,颈椎骨折脱位
1487,小儿唐氏综合征
1488,颈部开放性损伤
1489,尿道狭窄
1490,头外伤
1491,气虚自汗
1492,骨筋膜室综合症
1493,呼吸道合胞病毒感染
1494,结膜干燥症
1495,第五日综合征
1496,急性肺源性心脏病
1497,腹膜后感染与脓肿
1498,窦性心动过缓
1499,老年人心脏传导阻滞
1500,脾水
1501,胃肠道外瘘
1502,新生儿迁延性胆汁淤积性黄疸
1503,蜘蛛痣
1504,肾病
1505,老年人甲状腺功能亢进症
1506,主动脉夹层
1507,支原体感染
1508,产后目病
1509,维生素D缺乏病
1510,衣原体肺炎
1511,白喉
1512,痰火
1513,肾性骨病
1514,慢性骨髓炎
1515,下肢淋巴水肿
1516,吡唑酮类中毒
1517,手足癣
1518,红斑
1519,肾萎缩
1520,小儿骨折
1521,神经梅毒
1522,视网膜静脉阻塞
1523,胎盘早剥
1524,十二指肠溃疡
1525,色素紫癜性皮炎
1526,肥厚型心肌病
1527,腹裂
1528,慢性鼻炎
1529,蛔虫性肠梗阻
1530,风湿性关节炎
1531,类白血病反应
1532,直肠癌
1533,胸腺瘤
1534,眼眶蜂窝织炎
1535,全葡萄膜炎
1536,失眠
1537,咽扁桃体肥大
1538,腰椎间盘突出
1539,类鼻疽杆菌肺炎
1540,胁痛
1541,盆腔炎症性不孕症
1542,卵巢炎
1543,鼓膜穿孔
1544,肾周围炎
1545,韧带损伤
1546,假性动脉瘤
1547,肉芽肿性唇炎
1548,胸壁皮下气肿
1549,筋膜间隔区综合征
1550,胆管癌
1551,遗传性共济失调
1552,结肠扭转
1553,肾肿瘤
1554,卵巢卵黄囊瘤
1555,先兆流产
1556,脊髓小脑性共济失调
1557,面神经损伤
1558,新生儿皮下坏疽
1559,增生性玻璃体视网膜病变
1560,中间葡萄膜炎
1561,尿崩症
1562,呃逆
1563,结直肠损伤
1564,淋巴病
1565,胃粘膜脱垂症
1566,电解质紊乱
1567,肌腱炎
1568,牙体缺损
1569,脊柱裂
1570,生长期脱发
1571,气管、支气管狭窄
1572,甲亢
1573,灼痛
1574,念珠菌病
1575,脉络膜裂伤
1576,一期梅毒
1577,听力障碍
1578,膝关节脱位
1579,视神经乳头水肿及视盘水肿
1580,甲亢性心脏病
1581,原发性甲状旁腺功能亢进症
1582,输精管堵塞
1583,妊高征
1584,脊神经根炎
1585,经行流涎
1586,天疱疮
1587,脊椎炎
1588,动脉瘤
1589,小儿营养不良性消瘦
1590,复发性外阴阴道念珠菌病
1591,儿童遗尿症
1592,弱视
1593,乳酸性酸中毒
1594,肾绞痛
1595,婴幼儿化脓性淋巴结炎
1596,创伤性骨髓炎
1597,心室扑动和心室颤动
1598,颞叶癫痫
1599,小儿多动症
1600,卵巢肿瘤
1601,肥大性骨关节病
1602,皮脂腺痣
1603,乳腺囊肿
1604,慢性淋巴细胞性甲状腺炎
1605,复发性多软骨炎
1606,下颌后缩
1607,巨人症
1608,慢性缩窄性心包炎
1609,无脉络膜症
1610,大脑萎缩
1611,中毒性休克综合征
1612,暑湿
1613,高催乳素血症
1614,风痹
1615,开合
1616,舌下间隙感染
1617,急性气管－支气管炎
1618,维生素C缺乏病
1619,成人呼吸窘迫综合征
1620,日光皮炎
1621,再生障碍性贫血
1622,新生儿泪囊炎
1623,骶髂关节结核
1624,阿-斯综合征
1625,多形红斑
1626,心肌炎
1627,腹泻
1628,急性肾功能不全
1629,静脉血栓形成
1630,先天性肌性斜颈
1631,硬脑膜外脓肿
1632,老年人脑栓塞
1633,牙宣
1634,强直性脊柱炎
1635,慢性心功能不全
1636,传染性软疣
1637,膀胱结石
1638,肺炎
1639,咳嗽
1640,消化性溃疡
1641,自发性气胸
1642,腹胀
1643,黄斑变性
1644,眼眶脑膜-脑膨出
1645,浅部急性淋巴结炎和淋巴管炎
1646,强迫性障碍
1647,胸膜炎
1648,小舞蹈病
1649,纵隔气肿
1650,化脓性食管炎
1651,周围神经损伤
1652,血栓性静脉炎
1653,腺癌
1654,扁桃体周围脓肿
1655,衣原体感染症
1656,肺曲菌病
1657,生殖道感染
1658,梅毒性葡萄膜炎
1659,半月板损伤
1660,囊状淋巴管瘤
1661,咽喉炎
1662,新生儿呼吸窘迫综合征
1663,营养性贫血
1664,颅内动脉瘤
1665,急性纵隔炎
1666,外伤性硬膜下积液
1667,脊髓缺血
1668,淋病
1669,筋痿
1670,糖尿病酮症酸中毒
1671,脑干损伤
1672,男假两性畸形
1673,婴儿肌纤维瘤病
1674,骨囊肿
1675,支原体肺炎
1676,颅内出血
1677,新生儿肝脾肿大
1678,囊性纤维化
1679,静脉曲张
1680,干眼
1681,腹膜转移癌
1682,髌股关节疼痛
1683,过期产儿
1684,细菌性肺炎
1685,筋膜炎
1686,主动脉肠道瘘
1687,Behcet病
1688,肘关节强直
1689,表皮囊肿
1690,十字韧带损伤
1691,肩关节脱位
1692,角化病
1693,贫血
1694,骨肿瘤
1695,慢性肾功能衰竭
1696,扭转痉挛
1697,根尖周病
1698,鸡胸
1699,腹膜后纤维化
1700,老年人乳头肌功能不全和断裂
1701,肾静脉血栓
1702,颅内低压性头痛
1703,肺结核
1704,神经纤维瘤病
1705,癫痫性精神障碍
1706,急性呼吸衰竭
1707,急性蜂窝组织炎
1708,血管神经性水肿
1709,软骨发育不全
1710,股骨头坏死
1711,梅毒性心血管病
1712,其他弧菌感染
1713,牙周萎缩
1714,先天性多发性关节挛缩症
1715,硬皮病
1716,胆囊结石
1717,胆汁返流性胃炎
1718,蛛网膜炎
1719,胃纳呆滞
1720,臀肌挛缩症
1721,血小板减少症
1722,肌肉萎缩
1723,精神发育迟滞
1724,老年人上腔静脉受压综合征
1725,心肌梗死
1726,自身免疫性甲状腺疾病相关肾病
1727,反流性食管炎
1728,急性扁桃体炎
1729,泪腺炎
1730,肋间神经痛
1731,脊椎结核后突畸形
1732,嵌顿包茎
1733,肱骨髁上骨折
1734,肾小管性酸中毒
1735,老年人急腹症
1736,甲真菌病
1737,斑疹伤寒
1738,先天性声门下狭窄
1739,腹痛
1740,慢性肾功能不全
1741,慢性牙周炎
1742,面神经炎
1743,慢性硬脑膜外血肿
1744,带状角膜病变
1745,小儿呕吐
1746,表皮样囊肿
1747,带状疱疹
1748,胆道蛔虫病
1749,心肌病
1750,痞满
1751,乳突炎
1752,二期梅毒
1753,肺栓塞
1754,中枢神经系统白血病
1755,呼吸性酸中毒
1756,尖锐湿疣
1757,前列腺炎
1758,颌面部淋巴管瘤
1759,外阴结核
1760,脱屑性红皮病
1761,早产
1762,输尿管结石
1763,新生儿败血症
1764,胆管炎
1765,心脏病
1766,结膜结核病
1767,失眠症
1768,皮肤瘙痒症
1769,骶尾部畸胎瘤
1770,溶血性贫血
1771,风湿病
1772,红癣
1773,胃、十二指肠溃疡急性穿孔
1774,眼外肌病及弱视
1775,晶状体异位
1776,睾丸鞘膜积液
1777,农药中毒
1778,颅骨缺损
1779,偏头痛
1780,脊髓性肌萎缩
1781,睾丸癌
1782,昏迷
1783,粟丘疹
1784,周围神经炎
1785,硬脊膜外脓肿
1786,单纯疱疹病毒性角膜炎
1787,肾脏损伤
1788,慢性泪囊炎
1789,皮下脂肪肉芽肿
1790,慢性肾性贫血
1791,垂体性矮小病
1792,弱精
1793,肺水肿
1794,瘢痕疙瘩
1795,玻璃体疝
1796,神经衰弱
1797,涎瘘
1798,睾丸肿瘤
1799,上腔静脉综合征
1800,脉管炎
1801,蛛网膜下腔出血
1802,急性弥漫性腹膜炎
1803,玻璃体出血
1804,脂肪瘤
1805,阴道鳞状上皮癌
1806,心血虚
1807,恶性青光眼
1808,舌扁平苔藓
1809,颈椎间盘突出症
1810,眩晕
1811,血气胸
1812,结肠炎
1813,支气管扩张
1814,弥漫性食管痉挛
1815,尿道结核
1816,胃溃疡性穿孔
1817,脾大
1818,面部偏侧萎缩
1819,脑出血
1820,胶质细胞瘤
1821,小儿风湿热
1822,脊髓空洞症
1823,小肠炎
1824,化脓性腮腺炎
1825,黄斑裂孔性视网膜脱离
1826,发作性睡病
1827,中风
1828,眼内异物
1829,老年人脑心综合征
1830,喉癌
1831,痛风
1832,主动脉瓣关闭不全
1833,扁桃体结石
1834,肾盂输尿管连接部梗阻
1835,关节脱位
1836,玻璃体积血
1837,慢性胆囊炎
1838,血小板无力症
1839,分流性高胆红素血症综合征
1840,风疹
1841,急性根尖周炎
1842,进食障碍
1843,臂丛神经损伤
1844,高免疫球蛋白E综合征
1845,足外翻
1846,抑郁症
1847,皮脂腺腺瘤
1848,肠易激综合征
1849,小儿支气管炎
1850,骨关节炎
1851,膜性肾小球肾炎
1852,组织细胞坏死性淋巴结炎
1853,智力低下
1854,唇腭裂
1855,扁平足
1856,乳房肿块
1857,肠扭转
1858,疱疹样皮炎
1859,运动障碍疾病
1860,急性出血性结膜炎
1861,散光
1862,毛囊脓疱病
1863,肾下垂
1864,淋巴炎
1865,肩胛上神经卡压症
1866,尿路梗阻
1867,压迫性视神经病变
1868,骨巨细胞瘤
1869,慢性化脓性中耳炎
1870,瘢痕癌
1871,腹绞痛综合征
1872,干呕
1873,分泌性中耳炎
1874,食管胃底静脉曲张及其破裂出血
1875,脑囊虫病
1876,空气栓塞
1877,心血管和血栓栓塞综合征
1878,腰椎退变性小关节损伤性关节炎
1879,伴有虹膜睫状体炎的继发性青光眼
1880,自身免疫性溶血性贫血
1881,血清病
1882,重症肌无力样综合征
1883,消化道溃疡
1884,肘外翻
1885,宫颈炎
1886,口腔粘膜病
1887,病毒性脑膜炎
1888,全身性特发性毛细血管扩张症
1889,桡骨小头骨折
1890,风寒犯肺
1891,扩张型心肌病
1892,羊水栓塞
1893,选择性IgA缺乏症
1894,真菌中毒症
1895,糖尿病和高血压
1896,鼻中隔溃疡
1897,膀胱外翻
1898,急性阑尾炎
1899,脑性瘫痪
1900,糖尿病乳酸性酸中毒
1901,尿毒症
1902,膈肌麻痹
1903,胫后神经损伤
1904,胆汁性肝硬化
1905,脑萎缩
1906,颅脑损伤
1907,食管瘢痕性狭窄
1908,重复尿道
1909,尿瘘
1910,颈部淋巴结转移癌
1911,房室管畸形
1912,佝偻病
1913,坏死性筋膜炎
1914,非淋菌性尿道炎
1915,上呼吸道感染
1916,视网膜血管炎
1917,新生儿坏死性小肠结肠炎
1918,咳嗽性哮喘
1919,中耳炎
1920,牙髓炎
1921,肠出血性大肠埃希杆菌感染
1922,迷路炎
1923,柏-查综合征
1924,小儿血管瘤
1925,牙周炎
1926,巴瑞特综合征
1927,肋骨骨折
1928,小儿言语和语言障碍
1929,毛细血管瘤
1930,急性心力衰竭
1931,漆疮
1932,维生素B1缺乏病
1933,腱鞘炎
1934,尿道憩室
1935,骨纤维肉瘤
1936,颌骨骨髓炎
1937,老年人急性呼吸窘迫综合征
1938,脑瘤
1939,面瘫
1940,不孕不育
1941,病毒性心肌炎
1942,乳腺炎
1943,瘫痪
1944,弯曲菌性肠炎
1945,单心房
1946,正中神经损伤
1947,胃扭转
1948,食管血管瘤
1949,斜颈
1950,急性化脓性中耳炎
1951,脑震荡
1952,心理疾病
1953,慢性腹泻
1954,酒精性肝病
1955,食管重复畸形
1956,热汗
1957,化脓性中耳炎
1958,多动症
1959,急性淋巴管炎
1960,烧伤
1961,肠瘘
1962,咽炎
1963,内伤发热
1964,子宫破裂
1965,阴冷
1966,脊髓损伤
1967,肾积水
1968,下尺桡关节脱位
1969,乳房湿疹
1970,小儿孤独症
1971,肠道菌群失调症
1972,血栓形成
1973,肱骨外科颈骨折
1974,肾炎
1975,小儿消化道出血
1976,腱鞘囊肿
1977,糖尿病性肾病
1978,延髓性麻痹
1979,外阴浸润性鳞癌
1980,虹膜炎
1981,多肌炎
1982,消化系统疾病伴发的精神障碍
1983,多囊卵巢综合征
1984,头癣
1985,急性失血性贫血
1986,暴发性肝功能衰竭
1987,卵巢过度刺激综合征
1988,Reiter综合征
1989,垂体瘤
1990,结核性膀胱挛缩
1991,社交恐惧症
1992,月经不调
1993,小儿发烧
1994,阴道毛滴虫病
1995,乳房疼痛
1996,胰瘘
1997,喉麻痹
1998,虱病
1999,皮肤病
2000,巩膜炎
2001,椎管狭窄
2002,斑秃
2003,先天性膀胱颈挛缩
2004,骨质增生
2005,消化道出血
2006,散发性甲状腺肿
2007,口腔溃疡
2008,营养性巨幼红细胞性贫血
2009,牙折
2010,高原红细胞增多症
2011,产后泌尿道感染
2012,脑蛛网膜下腔出血
2013,支气管炎
2014,子宫内膜结核
2015,糖尿病肾病
2016,视网膜脱离
2017,接触性皮炎
2018,黄斑囊样水肿
2019,流痰
2020,腭咽闭合不全
2021,下肢静脉血栓形成
2022,继发性腹膜炎
2023,儿童孤独症
2024,心血管疾病
2025,肠扭转综合征
2026,小儿常染色体显性小脑性共济失调
2027,慢性喉炎
2028,化脓性耳廓软骨膜炎
2029,口腔颌面部间隙感染
2030,色素性青光眼
2031,鼻出血
2032,皮样囊肿
2033,鼻炎
2034,鼻中隔脓肿
2035,脑膜瘤
2036,非酮症高血糖-高渗性昏迷
2037,赤白游风
2038,鼻肿瘤
2039,急性肠梗阻
2040,湿热痢
2041,情感障碍
2042,阴道痉挛
2043,外阴象皮肿
2044,骨结核
2045,抗体免疫缺陷病
2046,胆囊癌
2047,软组织肿瘤
2048,棘突骨折
2049,往来寒热
2050,阳痿
2051,变形杆菌食物中毒
2052,丝虫病
2053,非炎性单纯性突眼
2054,新生儿发热
2055,多发性硬化
2056,肝硬化腹水
2057,肾病综合征
2058,菌血症
2059,鼻咽癌
2060,肛门闭锁
2061,肺大疱
2062,肠套叠
2063,舌甲状腺
2064,闭经
2065,下丘脑综合征
2066,肿瘤
2067,肾动脉栓塞
2068,爆震性耳聋
2069,支气管肺炎
2070,膀胱膨出
2071,急性肺水肿
2072,黄瘤
2073,心脏瓣膜病
2074,共济失调
2075,羊水过多
2076,子宫脱垂
2077,Barrett食管
2078,老年人低血糖症
2079,湿疹样癌
2080,左束支传导阻滞
2081,慢性腰背痛
2082,小儿充血性心力衰竭
2083,前庭大腺癌
2084,慢惊风
2085,阑尾炎
2086,虹膜睫状体炎
2087,踝扭伤
2088,实体肿瘤的肾脏损害
2089,二尖瓣环钙化
2090,小儿法洛四联症
2091,胼胝
2092,视神经萎缩
2093,肛裂
2094,低血糖症
2095,肺血管炎
2096,脊柱侧凸
2097,急性胆管炎
2098,颅内低压综合征
2099,结膜炎
2100,继发性纵隔感染
2101,舌咽神经损伤
2102,柯萨奇病毒感染
2103,坐骨神经痛
2104,高镁血症
2105,盆腔炎
2106,乳头溢液
2107,厌氧菌感染
2108,痛经
2109,脑室炎
2110,粒细胞缺乏症
2111,低血容量性休克
2112,脐膨出
2113,鸡眼
2114,膀胱湿热
2115,慢性创伤性滑囊炎
2116,眼球震颤
2117,白癜风
2118,痴呆综合征
2119,肥胖症
2120,出血性疾病
2121,腰痛-血尿综合征
2122,玻璃体混浊
2123,输卵管阻塞性不孕
2124,直肠内套叠
2125,松弛性跖痛症
2126,肱骨外髁颈骨折
2127,门静脉高压症
2128,跟骨骨髓炎
2129,外耳道疖肿
2130,过敏性哮喘
2131,间质性肺炎
2132,过敏性紫癜
2133,结节性红斑
2134,硬皮病食管
2135,蜂窝织炎
2136,Brenneman综合征
2137,肘外翻畸形
2138,儿童遗粪症
2139,眼球内陷
2140,血管瘤
2141,言语障碍
2142,胃食管反流病
2143,滑囊炎
2144,慢性溃疡性结肠炎
2145,单纯糠疹
2146,老年人类风湿性关节炎
2147,脂肪栓塞综合征
2148,乳溢
2149,书写痉挛
2150,输卵管粘连
2151,细菌感染
2152,多器官功能障碍综合征
2153,口腔病
2154,高血压性脑出血
2155,肺损伤
2156,阴道转移性肿瘤
2157,直立性低血压
2158,结、直肠黑变病
2159,结肠息肉
2160,麻疹
2161,色斑
2162,二尖瓣脱垂综合征
2163,糖尿病
2164,气管食管瘘
2165,儿童急性良性肌炎
2166,外阴血管瘤
2167,膀胱颈挛缩
2168,平滑肌肉瘤
2169,腰椎病
2170,酒中毒性小脑变性
2171,心气虚
2172,黄斑裂孔
2173,尺骨鹰嘴骨折
2174,巨人症及肢端肥大症
2175,类风湿关节炎
2176,急性乳腺炎
2177,胆道出血
2178,踝关节软骨损伤
2179,血精症
2180,老年人肺气肿
2181,乳房导管内乳头状瘤
2182,膀胱结核
2183,小儿急性呼吸窘迫综合征
2184,短暂性脑缺血发作
2185,Mirizzi综合征
2186,喉炎
2187,间歇性外斜视
2188,肝损伤
2189,神经纤维瘤
2190,输卵管炎
2191,弥漫性掌跖角化病
2192,网膜炎
2193,匐行性角膜溃疡
2194,酒渣鼻
2195,银屑病关节炎
2196,性病
2197,虹膜新生血管
2198,呼吸衰竭
2199,化脓性眼内炎
2200,积聚
2201,颈椎管狭窄症
2202,低钙血症
2203,尿布皮炎
2204,婴儿猝死综合征
