foodId,foodName
1047,油菜腐丝
1048,半边莲鲫鱼汤
1049,海狗
1050,海虾豆腐
1051,番茄草莓汁
1052,松子粥
1053,木耳黄瓜
1054,当归益母草蛋
1055,软酥鸡爪
1056,川芎白芷炖鱼头
1057,木耳炒豆腐皮
1058,蛏子
1059,山药炖羊肚
1060,砂锅甲鱼汤
1061,归芪蒸鸡
1062,海带炖鲫鱼
1063,枣（干）
1064,猪血
1065,黑木耳炒猪肝片
1066,菊花茶粥
1067,首乌粥
1068,豆腐脑素三鲜
1069,莲藕山药汤
1070,黄豆芽豆腐汤
1071,罗汉果
1072,鳕鱼拌腐皮丝
1073,银耳杏仁汤
1074,冬瓜鳢鱼汤
1075,猪肚鸡脯羹
1076,五香蒜苔
1077,羊肉萝卜粥
1078,白醋鸡蛋
1079,胡萝卜炒青笋
1080,香菇洋白菜
1081,番茄荸荠饮
1082,砂锅鸡肉莲藕汤
1083,滑蛋牛肉
1084,金针木耳猪肝汤
1085,芹菜炒蛋
1086,嫩豇豆汤
1087,花生芝麻糊
1088,葱香豌豆汤
1089,北芪参枣生鱼汤
1090,毛豆炒豆腐
1091,鸡肝粥
1092,清煨玉米笋
1093,荷叶粉蒸牛肉
1094,生菜大明虾
1095,海米拌圆白菜
1096,干炒牛肉丝
1097,香菇扒菜心
1098,猪网油
1099,竹笋沙拉
1100,菠菜洋葱牛奶羹
1101,燕窝瘦肉汤
1102,香菇茯苓粥
1103,番茄玫瑰汁
1104,盐水大葱
1105,油焖茄子
1106,泡椒
1107,珊瑚菜花
1108,炝炒西兰花
1109,百合花鸡蛋羹
1110,豆腐香菇蛋花汤
1111,枸杞炖乌骨鸡
1112,浇汁苹果豆腐
1113,松子仁烧香菇
1114,紫苏粥
1115,薏米汤
1116,丝瓜蛋汤
1117,羊肝
1118,西米甜瓜粥
1119,砂仁粥
1120,香菇豆苗
1121,什锦果冻
1122,发菜鱼片芫荽汤
1123,明珠甲鱼
1124,玫瑰香粥
1125,青豆
1126,扁豆糕
1127,芸豆
1128,栗子布丁
1129,绵茵陈粥
1130,西米
1131,冬菜苦瓜
1132,佛手白菜
1133,芥末拌白菜
1134,豆腐菜远牛肉汤
1135,薏仁党参粥
1136,糖醋草鱼
1137,百合绿豆沙羹
1138,黄豆小米粥
1139,鲜虾肉泥
1140,麦冬小麦粥
1141,虾米拌圆白菜
1142,粟米香菇排骨汤
1143,木耳(水发)
1144,黄芽白蚝豉豆腐瘦肉汤
1145,羊血
1146,酸白菜
1147,糯米莲藕
1148,火鸡肝
1149,小米面
1150,甜石榴西米粥
1151,卤味鲜海带
1152,香菇苦瓜
1153,豆腐皮粥
1154,黄瓜海蜇
1155,茶叶
1156,鸡胸肉拌菠菜
1157,鸡油菌豆腐
1158,章鱼
1159,绿豆海带粥
1160,鲜菇烧豆腐
1161,五彩藕丁
1162,乌鱼木瓜汤
1163,青豌豆拌土豆泥
1164,鳕鱼花生猪骨汤
1165,荠菜黄豆粥
1166,清汤白菜卷
1167,天麻甲鱼汤
1168,西兰花素鸡马蹄冬菇汤
1169,归参鳝鱼羹
1170,卤汁香菇
1171,豆腐烧油菜
1172,百合糖粥
1173,塘葛菜马齿苋汤
1174,凉拌芦笋
1175,鲜百合冬菇西兰花汤
1176,清明菜炒鸡蛋
1177,山药饼
1178,红烧鲶鱼段
1179,干焖对虾
1180,果酱蛋卷
1181,干贝米饭
1182,冬菇苋菜汤
1183,鸭
1184,西汁素鸡腿
1185,甲鱼粥
1186,鸭肉
1187,冬瓜白饭鱼瘦肉蚝豉汤
1188,香干炒芹菜
1189,银耳炖鸽蛋
1190,玉米酱番茄羹
1191,炒苋菜
1192,春笋鸡片
1193,香甜玉米饼
1194,红烧狗肉
1195,荠菜
1196,茄子肉丁
1197,猕猴桃
1198,豆皮饭
1199,清蒸石斑鱼
1200,肉末煎茄子
1201,红花
1202,凤尾菇扒蛋
1203,虾皮豆腐炒蛋
1204,绿豆芽炒菠菜
1205,打碗花豆腐海米汤
1206,鸭翅
1207,苡米鸡汤
1208,虾仁馄饨
1209,花生牛排
1210,醋溜黄瓜
1211,银耳参枣羹
1212,干贝番茄汤
1213,金针菇炒银杏
1214,枸杞蒸蛋
1215,花生焖腐竹
1216,野葱
1217,绿豆杂面条
1218,海带瘦肉粥
1219,八宝粥
1220,茵陈淡竹叶粥
1221,番茄马蹄(2)
1222,桔梗粥
1223,蒸芸豆丸子
1224,生鱼红枣汤
1225,小黄瓜西瓜汁
1226,温养脾胃带鱼汤
1227,苦菜粥
1228,香菇冬瓜蒸饺
1229,洋葱
1230,清汤馄饨
1231,肉丸扒油菜
1232,猪肉水饺
1233,草莓柠檬汁
1234,荷叶饼
1235,桃仁红枣粥
1236,水晶莲子
1237,石榴
1238,春笋
1239,猪心粥
1240,参枣粥
1241,番茄菜花
1242,党参粥
1243,燕麦片
1244,萝卜
1245,清蒸葡萄枸杞子
1246,清润白菜鱼片汤
1247,豇豆烧肉
1248,芋头煮肉丸
1249,扁豆炒山药
1250,核桃仁豌豆羹
1251,红烧猪大肠
1252,茯苓柚子饮
1253,珍珠笋番茄蘑菇汤
1254,百合鸡丝
1255,火腿
1256,海带苡仁蛋汤
1257,南瓜蒸肉
1258,胡萝卜猪肝汤
1259,二花粥
1260,粟子粥
1261,珍珠三鲜汤
1262,泽泻茯苓鸡
1263,荔枝鸭粥
1264,鲜翠荷兰豆烧肉
1265,红花黑豆鲶鱼汤
1266,银鱼羊肉粥
1267,鱼腥草炒鸡蛋
1268,当归粥
1269,肉卤鸡蛋
1270,扁豆小米粥
1271,绿豆豆沙包
1272,柠檬汁拌水果
1273,圆肉乌豆煲羊心
1274,玉米蘑菇糊
1275,金银蛋浸丝瓜
1276,蜜枣薏米煲
1277,松散蜂窝鸡蛋
1278,圆白菜炒小虾
1279,水晶蜜桔
1280,油豆腐炒小白菜
1281,牡蛎(鲜)
1282,日式鸡肉泡粥
1283,熘苹果
1284,火腿冬瓜汤
1285,米须芽菜猪红汤
1286,五谷糙米粥
1287,金银豆腐
1288,马兰头拌冬笋
1289,猪肉(瘦)
1290,芹菜丝拌土豆
1291,芦荟蜜
1292,烧猪肝
1293,芝麻拌白菜丁
1294,凉拌芹菜叶
1295,豆腐海鲜汤
1296,山楂糕
1297,白菜虾仁面汤
1298,清蒸甲鱼
1299,赤小豆山药粥
1300,蒜苔
1301,鸭架栗子白菜汤
1302,红油莲藕片
1303,芹菜金菇竹笋汤
1304,黑芝麻红枣粥
1305,烧饼夹肉
1306,香菇烧油菜
1307,金橘柠檬汁
1308,淡菜荠菜汤
1309,鲜蘑菇豆腐汤
1310,肉松面包卷
1311,炒山核桃
1312,大白菜饺
1313,黄瓜拌肚丝
1314,大蒜银花茶
1315,鲐鱼
1316,豆苗蘑菇汤
1317,陈皮牛肉丝
1318,蘑菇炒绿豆芽
1319,天麻补脑汤
1320,苎麻根鸡肉汤
1321,木瓜蛋奶汁
1322,马齿苋炒鸡蛋
1323,羊肉菠菜汤
1324,黄米面油糕
1325,四季豆
1326,大白菜(小白口)
1327,冬瓜粒杂锦汤
1328,毛豆炒蛋
1329,炝圆白菜
1330,紫菜粥
1331,炒花生
1332,油焖黄豆
1333,茄子盅
1334,清汤蛋饺
1335,猪肉大葱锅贴
1336,鸡肠
1337,番茄鱼肉末
1338,罗汉果金银菜柿饼汤
1339,猪头肉
1340,薏仁鸭肉煲
1341,韭菜炒鲜虾
1342,蛤蜊
1343,知了白菜
1344,什锦猪肉菜末
1345,枸杞子牛肝汤
1346,当归羊肉羹
1347,蛋糕
1348,枸杞叶芹菜鱼片汤
1349,炖鸭骨架汤
1350,氽苦瓜豆腐汤
1351,泥蚶
1352,黄油菜花
1353,嫩三丝黄瓜卷
1354,枸杞叶猪腰汤
1355,小米羊肉粥
1356,荠菜猪肝汤
1357,红白萝卜汤
1358,咸蛋蒸猪肉
1359,猪肉冬瓜水饺
1360,洋葱拌蚕豆
1361,椒麻茄丝
1362,三丝苋菜
1363,川贝杏仁蒸雪梨
1364,红枣煲牛蹄筋
1365,白菜仔滚鱼片汤
1366,凉拌茄子
1367,豆腐乳粥
1368,眉豆煲猪手汤
1369,菜瓜
1370,冬瓜菠萝羹
1371,珍珠菜花汤
1372,干炒苦瓜
1373,水果蛋糕
1374,凉拌木耳菜
1375,黑豆汁
1376,黑芝麻果仁粥
1377,银耳百合粥
1378,合欢花蒸猪肝
1379,豆腐鸡蛋锅贴
1380,虾仁鸡丝菠菜汤
1381,黄芪鲫鱼火锅
1382,鲈鱼五味子汤
1383,冬菇椰菜豆腐粉丝汤
1384,粉丝鳝鱼
1385,山药杏仁粥
1386,百合花生汤
1387,川芎当归羊肉汤
1388,人参茶
1389,杜仲猪腰
1390,香菜粥
1391,炒番茄鸡蛋汤
1392,芹菜粥
1393,香椿炒蛋
1394,绿豆芽拌粉皮
1395,槐花猪肚汤
1396,桃花鳜鱼
1397,薏米鸭肉冬瓜海参汤
1398,红烧五花肉
1399,拌生菜
1400,荠菜百合粥
1401,蘑菇炖鸡
1402,薇菜烧猪肉
1403,酱苹果
1404,荸荠豆浆
1405,肉丝炒四季豆
1406,荠菜包
1407,黄芪鸡汁粥
1408,红糖生姜汁
1409,首炖排骨
1410,乌龟肉煲猪肚
1411,猪肉丸子汤
1412,金针菇水饺
1413,大葱
1414,猪肝拌黄瓜
1415,炖青鱼
1416,炖鸡翅
1417,鱼肉鸡蛋汤
1418,鸡蛋面丝汤
1419,白茅根瘦肉汤
1420,炝苦瓜
1421,鲍鱼生菜
1422,牛奶椰汁
1423,海白菜
1424,竹笋鲫鱼汤
1425,糖醋鱼脯
1426,百香木瓜
1427,荠菜炒鸡丁
1428,炒脆藕
1429,虫草玉竹甲鱼汤
1430,芝麻核桃蜜
1431,胡萝卜生鱼汤
1432,西芹炒杏仁
1433,桂花莲子羹
1434,鲫鱼菠菜豆腐汤
1435,麦芽山楂饮
1436,桑寄生老母鸡汤
1437,蜜汁蒸山药
1438,番茄牛茸羹
1439,玉米粥
1440,豌豆烧茄子
1441,熏青豆
1442,薏米炖里脊
1443,海参粥
1444,菊花卷
1445,山药葡萄粥
1446,虾球粥
1447,百合参耳汤
1448,鸳鸯河虾
1449,山药鳝糊
1450,红煨猪排
1451,鸭血鲫鱼粥
1452,奶汤炖鲈鱼
1453,鸽子益肾汤
1454,蟹肉饭
1455,泥鳅木耳竹笋汤
1456,黄芪乌骨鸡
1457,荸荠粉
1458,鸡蛋里脊扒
1459,砂锅鸡肉冬瓜汤
1460,清炖甲鱼
1461,红枣炖猪肉
1462,火腿珍珠银耳羹
1463,莲藕章鱼煲猪肉
1464,生菜鲮鱼球汤
1465,蘑菇烧冬瓜
1466,鱼腥草
1467,牛肉灌汤蒸饺
1468,花生红枣粥
1469,毛豆番茄豆腐汤
1470,豆腐海带汤
1471,枸杞煮鸡蛋
1472,脆炸牛奶
1473,青椒苦瓜
1474,狗肉汤
1475,炝西兰花
1476,口蘑烧扁豆
1477,丝瓜炖豆腐
1478,桔汁白菜
1479,女贞子蜂蜜饮
1480,雪菜青豆韭菜豆腐汤
1481,苋菜豆腐羹
1482,奶油菜花色拉
1483,扁豆泥
1484,绿茶番茄汤
1485,瓜皮蚕豆汤
1486,黄芪乌鸡汤
1487,酱牛蹄筋
1488,牛奶杏仁粥
1489,猴头菇饺
1490,胡萝卜咸粥
1491,黄瓜猪肉羹
1492,豆腐泡大豆芽发菜汤
1493,土豆烧牛肉
1494,猕猴桃西米粥
1495,龙须汤
1496,泥鳅鱼茸粥
1497,参芪粥
1498,蜂蜜马齿苋汁
1499,杏鲍菇
1500,赤砂糖
1501,番茄煮牛肉
1502,扁豆烧冬笋
1503,油拌芹菜
1504,何首乌煮鸡蛋
1505,什锦茄子
1506,翡翠莲藕片
1507,鱼肉
1508,苦瓜瘦肉汤
1509,香炖羊肉
1510,生煸黄花菜
1511,南瓜奶汤
1512,酸辣乌鱼蛋汤
1513,水果奶蛋羹
1514,鸡茸大白菜心
1515,香油柿子椒
1516,芹菜包子
1517,雪菜水饺
1518,田七红花煮鸽蛋
1519,软熘鲤鱼
1520,五花肉花生粥
1521,荞菜炒肉丝
1522,黑豆鲤鱼汤
1523,胡萝卜香蕉汁
1524,双宝糙米乳
1525,苎麻根鲈鱼汤
1526,炒丝瓜
1527,莲藕
1528,冬瓜鸭粥
1529,牛奶窝蛋莲子汤
1530,双红排骨汤
1531,大豆芽菜蚬肉汤
1532,红烧酿草鱼
1533,肥膘肉
1534,黄花菜炒木耳
1535,大麦汤
1536,青萝卜煲鸭汤
1537,紫苏麻仁粥
1538,小白菜氽丸子
1539,枸杞虾仁
1540,五彩鸡肉粒
1541,芦笋青鱼丝
1542,虫草烩番茄
1543,荷叶豆腐
1544,鱼香青豆
1545,冻豆腐
1546,焦米粥
1547,黄瓜拌香菜
1548,鱼肉酸菜豆腐汤
1549,油皮
1550,海米拌海蜇丝
1551,菱角薏仁粥
1552,烧冬瓜
1553,红萝卜鲜木耳豆腐汤
1554,菠萝双瓜
1555,鱼肉酿冬菇
1556,家常鳝鱼
1557,泡莲藕
1558,芹菜炒鸡蛋虾仁
1559,松仁炒鸽肉
1560,宫保魔芋豆腐
1561,百合拌金针菇
1562,玉米面饼子
1563,甜藕粥
1564,冬菇松子
1565,蛋黄粥
1566,党参田七炖鸡
1567,油酥桂花饼
1568,荸荠山楂糕
1569,鸡蛋黄花汤
1570,清拌茄子
1571,冬笋拌油菜
1572,干贝冬瓜
1573,香菇鸡粒粥
1574,水果拌豆腐
1575,糯米粥
1576,百合薏米绿豆粥
1577,粉丝海带
1578,柠檬蒸鸡
1579,豆豉炒茄子
1580,蔬菜杂烩粥
1581,芥蓝头炒虾仁
1582,萝卜生姜大枣蜂蜜饮
1583,罗汉果雪耳鸡汤
1584,鱼香鸡爪
1585,黄瓜素虾仁
1586,豆芽猪血汤
1587,芝麻
1588,蘑菇炒面
1589,卷心菜烧肉蒸饺
1590,赛鲶鱼豆腐
1591,鱼骨萝卜汤
1592,油菜松
1593,炸鸡肉团
1594,鲮鱼黄豆粥
1595,葱白红枣汤
1596,芋头豆腐
1597,韭菜汁姜汁炖牛奶
1598,海参虾肉汤
1599,芦笋烧鲍鱼
1600,百合
1601,清蒸蛋羹
1602,红花绿叶粥
1603,豆腐乳空心菜
1604,红烧肉包
1605,拌炒香菇
1606,草莓沙拉拌生菜
1607,清蒸鱼段鸽蛋
1608,虾胶西兰花
1609,番茄白果
1610,香葱鹌鹑蛋
1611,冬菇木耳鸡脚排骨汤
1612,鸽蛋
1613,菠菜
1614,油焖春笋
1615,上海酱猪肉
1616,花生龙眼肉红枣膏
1617,芝麻豆腐
1618,乌龟
1619,万寿果煲生鱼汤
1620,苜蓿粥
1621,荠菜饺
1622,生滚牛肉粥
1623,香菇蒸兔肉
1624,油卤豆腐
1625,凉拌莲藕
1626,苦瓜粥
1627,炒田螺
1628,芹菜肉片汤
1629,广州牛肉炒面
1630,莲藕炒肉片
1631,冰凉西瓜丁
1632,胡桃肉藕粉糊
1633,山药素汤
1634,南瓜牛奶汁
1635,白玉银鱼羹
1636,麦芽茶
1637,首乌鸡蛋汤
1638,猪肉炒山楂
1639,虾皮炒菠菜
1640,滑熘海带
1641,炒胡萝卜片
1642,花椰菜粥
1643,虫草鸡汤
1644,双决明粥
1645,参芪牛肉
1646,淮杞花胶煲老鸽
1647,牛奶蛋
1648,银鱼干
1649,螃蟹
1650,桂花鲜栗羹
1651,冬瓜拌西红柿
1652,翠衣番茄豆腐汤
1653,菠菜腰花
1654,甘笋菠菜豆腐汤
1655,芥蓝沙拉
1656,枸杞鲈鱼汤
1657,糖拌苹果
1658,紫苏炒田螺
1659,竹笋拌毛豆
1660,蛋黄菜花汤
1661,芡实白果粥
1662,什锦玉米
1663,菜花烧香菇
1664,山药红枣羹
1665,甜杏仁羹
1666,栗豆腐
1667,姜汁黄瓜
1668,黄芪汽锅鸡
1669,杏鲍菇猪肉汤
1670,橘茹饮
1671,胡萝卜炒蛋
1672,海参奶汤
1673,薏米炖鸭
1674,锅塌鸡蛋
1675,三丝紫菜汤
1676,蘑菇莲子鸭汤
1677,莴苣竹笋
1678,鲜陈白菜汤
1679,卤火鸡腿
1680,香蕉葡萄粥
1681,香菜莲藕饺
1682,草菇丝瓜汤
1683,冬瓜薏苡仁兔肉汤
1684,肉末冬瓜
1685,花生糯米糕
1686,菱粉粥
1687,辣椒(红、尖、干)
1688,厚菇芥菜
1689,首乌豆腐汤
1690,鸡蛋清
1691,姜汁炒章鱼
1692,蛋花荸荠露
1693,羊肚
1694,百合莲子炒牛肉
1695,山楂荞麦饼
1696,凉瓜肉排煲
1697,西瓜炒蛋
1698,燕窝鸽蛋汤
1699,油焖蚕豆
1700,白菜扒猪肝
1701,香菇蒸黄鱼
1702,党参黄羊肉汤
1703,瘦肉田鸡汤
1704,血糯米扣肉
1705,月季花汤
1706,二豆粥
1707,炸胡萝卜豆腐丸
1708,雪梨鸡球
1709,猪肝笋尖粥
1710,拌金针菇
1711,竹笋粥
1712,归参山药猪腰
1713,红糖绿豆沙
1714,莱菔子粥
1715,麻酱拌赤贝
1716,鹅
1717,当归牛肉汤
1718,鸭粥
1719,干菜油酥烧饼
1720,花生山药粥
1721,杏醋淋木瓜
1722,枸杞鲫鱼火锅
1723,黑芝麻甜奶粥
1724,法式鲜蘑鸡蛋饼
1725,平菇粥
1726,白萝卜炖猪排骨
1727,粉丝拌油菜
1728,海带丝拌土豆
1729,黄花菜芦荟
1730,胡萝卜枸杞汁
1731,金银花蒸鱼
1732,鲤鱼赤豆羹
1733,雪梨饮
1734,香干苋菜
1735,脆皮芸豆
1736,百合粥
1737,黑芝麻粥
1738,山药黑米炖猪肚
1739,莴笋炒蛋
1740,粉丝拌海带丝
1741,炒鳝鱼丝
1742,绿菜花鲜虾仁
1743,菠菜牛肉条
1744,炒牛肝
1745,干烧冬笋令
1746,清炖鲢鱼头
1747,炒金针菇
1748,车前子粥
1749,珊瑚白菜墩
1750,圆肉核桃瘦肉汤
1751,果仁排骨
1752,乌鸡茯苓汤
1753,炒面粥
1754,白玉红油豆腐
1755,蜜汁山楂
1756,鲜笋平鱼片
1757,清蒸武昌鱼
1758,胡萝卜香橙色拉
1759,清汤鲍鱼
1760,广东粥
1761,苦瓜鸡汤
1762,茶鸡蛋
1763,八宝番茄
1764,拌胡萝卜丝
1765,白菜藕丸汤
1766,青瓜鳝鱼
1767,胡萝卜豌豆汤
1768,酱猪排骨
1769,大麦豇豆粥
1770,银耳鸽蛋粥
1771,罗汉大烩汤
1772,芝麻栗子糕
1773,生地黄粥
1774,苋菜豆腐养肝汤
1775,炒芝麻
1776,雪菜冬瓜汤
1777,猪肉(肥瘦)
1778,番茄豌豆汤
1779,百果鸡粥
1780,苹果烤肉
1781,熘鹌鹑蛋
1782,苦瓜豆腐汤
1783,三鲜丝瓜
1784,木耳银芽海米粥
1785,羊肉丸子汤
1786,泥鳅粥
1787,活血首乌参
1788,鸡丝豌豆
1789,清蒸鲫鱼
1790,枣泥薯梨
1791,翡翠菜花
1792,五果糯米粥
1793,鳕鱼
1794,木瓜煲带鱼
1795,山药煲鹌鹑
1796,核桃阿胶膏
1797,田螺蚌肉汤
1798,香干拌马兰头
1799,蜜橘银耳汤
1800,奶黄包
1801,果脯土豆饼
1802,香酥鸡腿
1803,肉片炒菜花
1804,香椿炒豆腐
1805,鸡腿菇烧蹄筋
1806,榨菜肉丝粥
1807,木瓜鲜奶饮
1808,核桃天麻炖草鱼
1809,萝卜青果粥
1810,乌骨鸡汤
1811,酥炖鳝鱼
1812,橄榄粥
1813,水晶鸡蛋
1814,小米擦酥
1815,鸡汁豆干
1816,白菜粥
1817,鹌鹑山药粥
1818,鱼香肉丝
1819,蒜茸油麦菜
1820,木耳蒸鸭蛋
1821,梅子蒸鲈鱼
1822,栗子冬瓜煲老鸭
1823,烧茄子
1824,猪排骨(大排)
1825,杏仁豆腐
1826,黄瓜拌豆腐丝
1827,火腿白菜炖汤
1828,豆浆
1829,海米冬瓜
1830,龙眼酸枣仁饮
1831,香菇木耳淡菜汤
1832,灯心草粥
1833,荷叶蒸素鸡
1834,赤小豆
1835,藕馅水饺
1836,银耳炖雪梨
1837,乌梅粥
1838,北芪莲藕炖牛腩
1839,葱姜豆腐汤
1840,海带炖肉
1841,绿豆银耳杂果羹
1842,子姜
1843,腊肉（烟肉）
1844,荷包鸽蛋
1845,黄瓜拌粉皮
1846,桃花桂鱼
1847,腊鸭肝肠(鸭肠)
1848,芦笋鸡丝汤
1849,鱼头炖豆腐
1850,天麻鱼片
1851,绿菜花猴蘑
1852,青椒拌菜花
1853,鱼香黄瓜
1854,咖喱鸡肉包
1855,玫瑰球拼芝麻鱼条
1856,香菇拌豆角
1857,核桃芝麻百合粥
1858,人参蜂蜜粥
1859,发菜鸡卷
1860,香菇炒饭
1861,综合蔬果汁
1862,川贝百合炖雪梨
1863,芸豆拌芹菜叶
1864,无花果粥
1865,烧金针菇
1866,羊肚汤
1867,油菜薹
1868,羊肉番茄汤
1869,冰糖银耳羹
1870,枸杞炖甲鱼
1871,绿豆
1872,香炒胡萝卜
1873,山药软炸兔
1874,肉末菜粥
1875,鲜味莴苣丝
1876,仙人掌百合羹
1877,油菜
1878,糟熘鸭肝
1879,芪归炖鸡汤
1880,步鱼蔬菜羹
1881,苦杏仁粥
1882,腰果拌西芹
1883,腊鲜鸭肝
1884,绿豆麦片粥
1885,首乌鸡蛋小米粥
1886,烩双菇
1887,芹菜红枣汤
1888,黄花馒头
1889,盐煮毛豆
1890,荠菜肉丝豆腐羹
1891,蛋黄羹
1892,黄瓜拌绿豆芽
1893,慈菇木耳汤
1894,黑米粥
1895,荷叶粥
1896,首乌鲫鱼汤
1897,清蒸豆豉肉
1898,炖双鸭
1899,美味木耳蛋汤
1900,脊骨炖芸豆
1901,马兰头炒猪肝
1902,紫菜冬瓜肉粒汤
1903,猪小肠
1904,冬菇云耳瘦肉粥
1905,玉米肥牛
1906,茄子粥
1907,菠萝鸡片汤
1908,蛋饺白菜
1909,玉米粉粥
1910,虾皮烧豆腐
1911,驴肉水饺
1912,紫菜黄瓜汤
1913,杜仲党参煲乳鸽
1914,清汤全家福
1915,牛奶大枣汤
1916,海带焖鲫鱼
1917,干烧茄子
1918,人参当归炖鸽肉
1919,莴笋叶豆腐羹
1920,甘蔗姜汁
1921,甜菜叶粥
1922,凉拌鱼腥草
1923,鸡翅红汤
1924,鱿鱼羹汤饺
1925,人参猪肚
1926,百合炖雪梨
1927,苦瓜瘦肉煲
1928,清蒸加吉鱼
1929,参归蒸猪心
1930,海参鸭肉汤
1931,小米薄麻粥
1932,萝卜丝饼
1933,核桃仁炒韭菜
1934,茄子花
1935,猪大肠
1936,味噌牛肉荞麦面
1937,银鱼仔蟹锅
1938,红豆莲藕粥
1939,车前叶西瓜粥
1940,猪肝
1941,樱桃肉
1942,水萝卜丝拌白菜
1943,番茄马铃薯椰菜排骨汤
1944,玉竹白菜
1945,脆皮茄子
1946,羊骨大枣粥
1947,凉拌西瓜皮
1948,草莓果冻
1949,鸡火西瓜盅
1950,牛肉鸡汤水饺
1951,菠菜粥
1952,鲤鱼山楂汤
1953,豌豆拌鸡肉
1954,茄酱菜花
1955,南瓜粥
1956,牛肉萝卜白米粥
1957,花椒
1958,蒜烧鲶鱼
1959,枇杷银耳
1960,鸡蓉油菜
1961,苹果鸡丁
1962,五豆汤
1963,菜远炒猪肝
1964,何首乌鸡蛋汤
1965,榨菜鸡蛋汤
1966,红烧鲤鱼
1967,炝鸡肝
1968,赤小豆鸡汤
1969,干姜红糖粥
1970,三鲜冻豆腐
1971,虾球菜花
1972,苹果甲鱼汤
1973,烤秋刀鱼
1974,羊肉淡菜粥
1975,蘑菇炒油菜心
1976,菠菜绿豆芽
1977,拌萝卜干
1978,参莲汤
1979,西米木瓜奶露
1980,熘鸭肝
1981,荷叶凤尾鱼
1982,藿香佩兰茶
1983,烩河虾片
1984,凉瓜黄豆猪肉煲
1985,肉丝炒饭
1986,豆腐芦荟
1987,糯米莲子粥
1988,鲶鱼炖茄子
1989,栗子红萝卜马蹄汤
1990,家制猪肉脯
1991,冰糖莲子汁
1992,红枣莲子羹
1993,香菇笋子
1994,冬笋土鸡煲
1995,菠萝
1996,姜枣鲫鱼粥
1997,鸡肝枸杞汤
1998,小白菜猪肉饺
1999,三丝黄瓜卷
2000,山药奶肉羹
2001,苹果沙拉
2002,冬笋炒毛豆
2003,豆苗炒荸荠
2004,南瓜猪肉夹
2005,肉丝榨菜汤
2006,菠菜牛骨汤
